user,pool,block,position,lpvalue
0xad63e4d4be2229b080d20311c1402a2e45cf7e75,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,231.625
0x632213218cf26dab255f5acd45dc530995a019dd,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,199.7247
0x4044ee44f26c501849087b5849d65a6d835e282f,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,10.1034
0xb238855898ed8678a74d1f4a0b75be8f8beb3890,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,45.3581
0xf26f650ebc7d43c778a30a181340b87513c68c08,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,0.491
0xf26f650ebc7d43c778a30a181340b87513c68c08,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,0.5933
0xf8501791e6bda4babc96cc360287fe3fe7f4b268,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,24.6744
0x4c2a11f6668d2140880d456db89c15a2308c5bb3,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,8.4467
0xb3623d62ff30fadb5b2e127c07cab0d1b0808276,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,159.8541
0x789bb3ee653baedc5dd5f504793e8b77f683e520,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,1.0236
0x186c5c2fe198f53092867e70c529d1895289fb48,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,25.0569
0x3176941056d50917293d6167885bc0b55fbf6ba0,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,0.466
0x83fcb5916a5a6c1291451379c10fadc69941aa14,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,206.0678
0x56f3187e5d6260b60a931cce1cd1ff668b1ef9ed,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,49.9734
0x21a13927506594d206ca03726c9277e0fed0fe19,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,12.2512
0x21a13927506594d206ca03726c9277e0fed0fe19,0xe0691e6803d4fa0d8fa8ee8da7667eb4a6b99415,3721008,569,10.5639
0xb0dccbb9c4a65a94a41a0165aaea79c8b2fc54ce,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,0.0005
0xd44aa3e301b5bb1a5c6775f3ee5a045f1f8bdb58,0xe0691e6803d4fa0d8fa8ee8da7667eb4a6b99415,3721008,569,2.7286
0xf1281366308e2df4217c67745a49c13f46fd9e97,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,0.3257
0xf1281366308e2df4217c67745a49c13f46fd9e97,0xe0691e6803d4fa0d8fa8ee8da7667eb4a6b99415,3721008,569,0.3014
0xa0bdbdaa8b3a7088452d09e3d94408067e97ee9a,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,20.9831
0xebd6637b1271f1806f0fcc9adfe0b58ef8fe36ed,0xe0691e6803d4fa0d8fa8ee8da7667eb4a6b99415,3721008,569,113.0259
0xa2a4993100ff1cc33beb83006812d4cc3736aafe,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,0.5999
0xe47bd059d18e8e2b1b242a66136cb09476577695,0xe0691e6803d4fa0d8fa8ee8da7667eb4a6b99415,3721008,569,11.7345
0x6e222fe250cc5b1c4641b8902b3e2cf545949172,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,14.2755
0x0ceaffb2698b4d33998ba3fcdd324e88969c33fd,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,0.06
0x68ddabc3727bc1fe606423bc82a425ba5d21c83d,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,4.9953
0x0d488b64db271709ebbcfb9baa243c726752a15f,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,5.9625
0xebea63f22998d2dcc433435cd74e3d8555b6e0a7,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,49.5747
0x995e52731c4edb8959949b17f9b8300ad6eb6170,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,0.0042
0xa695482722c05d8424e7f34bc49ab9ac32fd156a,0xdcdf4d52c56b73ee395acc60b1f2bc3f016bf8c5,3721008,569,11.2761
0x4da792b5058f59162e1b619749a0ce4e984d4841,0xe0691e6803d4fa0d8fa8ee8da7667eb4a6b99415,3721008,569,186.6174
0xa601b8e67677f540aeb65c47229a8ecba7e5b984,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,4.617
0xb73eee6812909f13b4fcca8e59ee24e9c3ad1f3e,0xe0691e6803d4fa0d8fa8ee8da7667eb4a6b99415,3721008,569,140.6648
0xad2a9112ec74b0a97b8d9048dd8078c6d1122ac8,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,6.6458
0x1c566b46bc00e51f06572cc0ccda2f3f76f7275f,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,24.7985
0x68c289db6bae01180f2c760873f928cad64a1104,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,10.1914
0xfc7e9c20d1788e5e1df5a575b8be94fdbef84240,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,4.9254
0x1377c6dbb7f35766e5243464c17e5223817eecac,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,23.9722
0x043951150857e82d8f59bcabf1cf4ef99fb9ae03,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,54.8642
0x48f19a709e5de7297ff514d7d4115e579d946015,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,10.0002
0x997266fc6c0013242a0b312e99f5ee84a3b4c062,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,0.0414
0x9945daf5dcd39c9a3556d27c16af343765e5630c,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,169.2349
0x303c3d4393293e10db2b153a9c7ef8fc5aaf226f,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,86.7317
0xa3c19b3962eb47be3f72a755171f0a56724ead54,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,7.7061
0x5d47e5d242a8f66a6286b0a2353868875f5d6068,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,1962.8712
0xc2ef1173a4b051bbcc4474c407bbb2ac7e02e363,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,46.3556
0x7a932fd74df3d48286062f011d7d3d90f3caf221,0xe0691e6803d4fa0d8fa8ee8da7667eb4a6b99415,3721008,569,6.7827
0x99c903d2eee2519cf8ce31fb1f9b91edb54ccbd0,0xdcdf4d52c56b73ee395acc60b1f2bc3f016bf8c5,3721008,569,7.1618
0x7fc99522b9af80a0b2493a81583a9cf089c89f5a,0xe0691e6803d4fa0d8fa8ee8da7667eb4a6b99415,3721008,569,0
0x7d0aec54391a10aa16d9b93490723fbe94ea4b8f,0xdcdf4d52c56b73ee395acc60b1f2bc3f016bf8c5,3721008,569,0.8106
0x2e54cf4ee5d9c7b8d0da68f9a9e862322e61f18a,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,20.6118
0x4bc17ef750faf30643a1d17e31d35ded59ec086f,0xe0691e6803d4fa0d8fa8ee8da7667eb4a6b99415,3721008,569,0.0652
0x8e4fec38926d4c053feb98cce4560debd1d2b6da,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,102.5973
0xee4feb0ef72581c1c405520b175befa44e0e35fa,0xe0691e6803d4fa0d8fa8ee8da7667eb4a6b99415,3721008,569,24.444
0xeefa41fe64f28526123a92afe87827b6f6f4c2a6,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,34.4723
0x937891c0bf2046ad1574f7b7d8b7be7918f4f35d,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,732.6037
0x937891c0bf2046ad1574f7b7d8b7be7918f4f35d,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,625.8123
0xdf1ca8a26b733b31f4fbabb8633eb863532c9722,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,3.9958
0x01183258a0eb15d60424dd362e3497e13f4d2d49,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,17.3273
0x4046497e5fd150c6270a2252dcf5256e3bd96c8e,0xb5fd40e12a35c6afe8dcc48544082ef2cc371aa5,3721008,569,101.2426
0x4046497e5fd150c6270a2252dcf5256e3bd96c8e,0x1a4cadc783f06829df1cff5db0df7288d716c5a1,3721008,569,43.2385
